PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,DEASCHEDULE
75856-100_f88d95eb-929b-4173-acd0-e93bb445e859,75856-100,BULK INGREDIENT,FENBENDAZOLE,POWDER,20120827,,BULK INGREDIENT,"Jiangsu Baozong & Baoda Pharmachem Co., Ltd",FENBENDAZOLE,1,kg/kg,
75856-103_653a57c2-2afe-46a3-9fb0-e75dd3dad654,75856-103,BULK INGREDIENT,Dextromethorphan Hydrobromide,CRYSTAL,20120701,,BULK INGREDIENT,"Jiangsu Baozong & Baoda Pharmachem Co., Ltd",DEXTROMETHORPHAN HYDROBROMIDE,1,kg/kg,
75856-103_8189b6a2-6c79-4fda-8eeb-4848eadea621,75856-103,BULK INGREDIENT,Dextromethorphan Hydrobromide,CRYSTAL,20120701,,BULK INGREDIENT,"Jiangsu Baozong & Baoda Pharmachem Co., Ltd",DEXTROMETHORPHAN HYDROBROMIDE,25,kg/25kg,
75856-104_890a251b-7b98-46dc-b56e-368e644d17c2,75856-104,BULK INGREDIENT,CHLOPHEDIANOL HYDROCHLORIDE,POWDER,20100609,,BULK INGREDIENT,"Jiangsu Baozong & Baoda Pharmachem Co., Ltd",CHLOPHEDIANOL HYDROCHLORIDE,20,kg/20kg,
75856-104_98ed0837-142d-4030-a1e7-9f5436e7bd7d,75856-104,BULK INGREDIENT,CHLOPHEDIANOL HYDROCHLORIDE,POWDER,20100609,,BULK INGREDIENT,"Jiangsu Baozong & Baoda Pharmachem Co., Ltd",CHLOPHEDIANOL HYDROCHLORIDE,1,kg/kg,
75877-0001_fc17fd1c-d29f-4e30-b23a-a023d8fe654d,75877-0001,BULK INGREDIENT,Rosuvastatin Calcium,POWDER,20110101,,BULK INGREDIENT,Porton Fine Chemicals Ltd,ROSUVASTATIN CALCIUM,1,kg/kg,
75877-0002_9edbbf2b-c3d0-455a-838b-5969eeb4afe5,75877-0002,BULK INGREDIENT,Nicotine,POWDER,20120227,,BULK INGREDIENT,Porton Fine Chemicals Ltd,NICOTINE,1,kg/kg,
75877-0003_0655ce68-ea78-41c1-b014-1583bc4bd160,75877-0003,BULK INGREDIENT,Propofol,POWDER,20130601,,BULK INGREDIENT,Porton Fine Chemicals Ltd,PROPOFOL,1,kg/kg,
75877-0004_ef8b5611-bc66-4237-ae08-ae0aba97a9ad,75877-0004,BULK INGREDIENT,Tiopronin,POWDER,20140110,,BULK INGREDIENT,Porton Fine Chemicals Ltd,TIOPRONIN,1,kg/kg,
75882-113_10ba4572-2b09-41b2-91ab-4e0a78fcb974,75882-113,BULK INGREDIENT,OXYTOCIN,POWDER,20120201,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",OXYTOCIN,1,g/g,
75882-213_892b70f8-03d2-4bba-8090-9dae065575df,75882-213,BULK INGREDIENT,Oxytocin,CRYSTAL,20110124,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",OXYTOCIN,0.1,[iU]/.0125g,
75882-322_a520aa2d-2699-4958-be66-ecf038c08665,75882-322,BULK INGREDIENT,PRASTERONE,POWDER,20120201,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PRASTERONE,1,kg/kg,
75882-422_215b23b5-3922-4992-876a-129acc331a85,75882-422,BULK INGREDIENT,PRASTERONE,CRYSTAL,20110320,,DRUG FOR FURTHER PROCESSING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PRASTERONE,1,g/5.5g,
75882-512_09e944fa-3ab0-4dee-a256-6e57e854554c,75882-512,BULK INGREDIENT,PREGNENOLONE,POWDER,20120201,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PREGNENOLONE,1,kg/kg,
75882-612_4159d5fe-079c-4b87-9088-faf4f98f33da,75882-612,BULK INGREDIENT,Pregnenolone,CRYSTAL,20110320,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PREGNENOLONE,1,g/5.5g,
75882-722_74039c8b-b8ec-4bf6-95dc-64566858776a,75882-722,BULK INGREDIENT,NALTREXONE HYDROCHLORIDE,POWDER,20120201,,DRUG FOR FURTHER PROCESSING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",NALTREXONE HYDROCHLORIDE,1,kg/kg,
75882-823_e334b3f0-9a96-45a1-abf5-81b6b81e820b,75882-823,BULK INGREDIENT,PROGESTERONE,POWDER,20120201,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PROGESTERONE,1,kg/kg,
75882-923_29634b57-f1c4-4f4f-bf09-e542e15d624a,75882-923,BULK INGREDIENT,Progesterone,CRYSTAL,20101220,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"BLA Enterprises, LLC, dba Green Mountain Pharmaceuticals",PROGESTERONE,0.1,g/.57g,
75889-001_2fe8aedd-4d02-4542-ae23-be52dd90ecde,75889-001,BULK INGREDIENT,Guanidine Carbonate,POWDER,20110818,,BULK INGREDIENT,"Hangzhou Xiangshun Chemical Products Co., Ltd.",GUANIDINE CARBONATE,1,kg/kg,
75895-0037_70a769ce-40f1-4ce4-bdc6-82e432055767,75895-0037,BULK INGREDIENT,Betamethasone Sodium Phosphate,POWDER,19650315,,BULK INGREDIENT,MSD International GmbH (Singapore Branch),BETAMETHASONE SODIUM PHOSPHATE,1,g/g,
75895-0099_7894dfe3-4d32-420a-b01a-6e030ea803f9,75895-0099,BULK INGREDIENT,desloratadine,POWDER,20011221,,BULK INGREDIENT,MSD International GmbH (Singapore Branch),DESLORATADINE,1,kg/kg,
75895-0279_35b48f0d-a294-4bbf-85f2-8812c634e91a,75895-0279,BULK INGREDIENT,Mometasone Furoate,INHALANT,20050330,,DRUG FOR FURTHER PROCESSING,MSD International GmbH (Singapore Branch),MOMETASONE FUROATE,220,ug/1,
75895-0280_35b48f0d-a294-4bbf-85f2-8812c634e91a,75895-0280,BULK INGREDIENT,Mometasone Furoate,INHALANT,20050330,,DRUG FOR FURTHER PROCESSING,MSD International GmbH (Singapore Branch),MOMETASONE FUROATE,110,ug/1,
75895-0281_75f42d4b-b0a1-40d3-ba14-4a3346720092,75895-0281,BULK INGREDIENT,Ezetimibe,POWDER,20121001,,BULK INGREDIENT,MSD International GmbH (Singapore Branch),EZETIMIBE,1,kg/kg,
75899-0091_b796f03d-8c77-421a-923b-258e4d612bb8,75899-0091,BULK INGREDIENT,AVOBENZONE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,AVOBENZONE,1,kg/kg,
75899-0304_9a0e9e76-e170-4a90-b4bd-b12b6763f267,75899-0304,BULK INGREDIENT,OCTOCRYLENE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,OCTOCRYLENE,1,kg/kg,
75899-0456_51df8717-3e96-4884-9db7-953e2259e8af,75899-0456,BULK INGREDIENT,SULISOBENZONE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,SULISOBENZONE,1,kg/kg,
75899-0577_1118974a-1593-433a-a68f-3aff9925527a,75899-0577,BULK INGREDIENT,OXYBENZONE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,OXYBENZONE,1,kg/kg,
75899-0773_7f97e203-a1e2-4240-8807-0abb28af6246,75899-0773,BULK INGREDIENT,OCTINOXATE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,OCTINOXATE,1,kg/kg,
75899-0817_2047f0d5-d1d4-4b85-b2a0-4dce871de202,75899-0817,BULK INGREDIENT,ENSULIZOLE,POWDER,20110331,,BULK INGREDIENT,Malladi Specialities Limited,ENSULIZOLE,1,kg/kg,
75903-001_356594f4-cbf9-0048-e054-00144ff8d46c,75903-001,BULK INGREDIENT,ATORVASTATIN CALCIUM TRIHYDRATE,POWDER,20160303,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GENSYNTH LABORATORIES PRIVATE LIMITED,ATORVASTATIN CALCIUM TRIHYDRATE,1,kg/kg,
75903-002_35658e9f-78c5-400a-e054-00144ff88e88,75903-002,BULK INGREDIENT,MOXIFLOXACIN HYDROCHLORIDE,POWDER,20160303,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GENSYNTH LABORATORIES PRIVATE LIMITED,MOXIFLOXACIN HYDROCHLORIDE,1,kg/kg,
75903-003_3565d5f4-ac08-2704-e054-00144ff8d46c,75903-003,BULK INGREDIENT,TERBINAFINE HYDROCHLORIDE,POWDER,20160303,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GENSYNTH LABORATORIES PRIVATE LIMITED,TERBINAFINE HYDROCHLORIDE,1,kg/kg,
75903-004_3565cbd2-0d58-25ba-e054-00144ff8d46c,75903-004,BULK INGREDIENT,VALSARTAN,POWDER,20160303,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GENSYNTH LABORATORIES PRIVATE LIMITED,VALSARTAN,1,kg/kg,
75910-001_cdbe7984-8d1d-46fb-8599-43c3f3bb198e,75910-001,BULK INGREDIENT,ANHYDROUS DOCETAXEL,POWDER,20000101,,BULK INGREDIENT,Chatham Biotec Limited,DOCETAXEL,100,kg/100kg,
75910-002_cdbe7984-8d1d-46fb-8599-43c3f3bb198e,75910-002,BULK INGREDIENT,PACLITAXEL,POWDER,20000101,,BULK INGREDIENT,Chatham Biotec Limited,PACLITAXEL,100,kg/100kg,
75914-001_2f099fa9-1894-4ac3-8a3b-69c7267dae13,75914-001,BULK INGREDIENT,CISATRACURIUM BESYLATE,POWDER,20101215,,BULK INGREDIENT,"LIANYUNGANG GUIKE PHARMACEUTICAL CO., LTD",CISATRACURIUM BESYLATE,1,g/g,
75916-4021_c2f09c51-eb3f-4878-93be-1f465345127e,75916-4021,BULK INGREDIENT,"OCTINOXATE, OXYBENZONE, TITANIUM DIOXIDE, ZINC OXIDE",CREAM,20120307,,DRUG FOR FURTHER PROCESSING,"Skin Alive, Ltd.",OCTINOXATE; OXYBENZONE; TITANIUM DIOXIDE; ZINC OXIDE,7.5; 3.45; 1; 1.95,kg/100kg; kg/100kg; kg/100kg; kg/100kg,
75924-001_85989688-c01e-4b50-899b-1378fcf4eaaa,75924-001,BULK INGREDIENT,ANHYDROUS DOCETAXEL,POWDER,20000101,,BULK INGREDIENT,"Shanghai Techwell Biopharmaceutical Co, Ltd.",DOCETAXEL,100,kg/100kg,
75924-002_85989688-c01e-4b50-899b-1378fcf4eaaa,75924-002,BULK INGREDIENT,PACLITAXEL,POWDER,20000101,,BULK INGREDIENT,"Shanghai Techwell Biopharmaceutical Co, Ltd.",PACLITAXEL,100,kg/100kg,
75924-304_de038033-eb82-4bd3-8f48-e6b6befa1aaf,75924-304,BULK INGREDIENT,CASPOFUNGIN ACETATE,POWDER,20010126,,BULK INGREDIENT,"Shanghai Techwell Biopharmaceutical Co., Ltd.",CASPOFUNGIN ACETATE,1,kg/kg,
75924-308_2c1ac28c-d04f-4642-8afe-809c52e1474f,75924-308,BULK INGREDIENT,MICAFUNGIN SODIUM,POWDER,20050316,,BULK INGREDIENT,"Shanghai Techwell Biopharmaceutical Co., Ltd.",MICAFUNGIN SODIUM,1,kg/kg,
75925-0550_f79b7500-4586-4785-8380-ece77873fcd6,75925-0550,BULK INGREDIENT,MEFENAMIC ACID,POWDER,20140827,,BULK INGREDIENT,Baoji Tianxin Pharmaceutical Co Ltd.,MEFENAMIC ACID,1,kg/kg,
75938-2937_996bcbe6-8d05-4527-a019-34919e2b19fa,75938-2937,BULK INGREDIENT,Chorionic Gonadotrophin,POWDER,20140922,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,BBT Biotech GmbH,CHORIOGONADOTROPIN ALFA,1,g/g,
75943-015_8bd7f49c-cb10-4f4e-a78f-2adeaae451db,75943-015,BULK INGREDIENT,CHLOROXYLENOL,POWDER,20130115,,BULK INGREDIENT,N.S.CHEMICALS,CHLOROXYLENOL,100,kg/100kg,
75945-001_7b236c4b-ddee-4a8e-aa7e-d95610032783,75945-001,BULK INGREDIENT,Itraconazole,POWDER,20110101,,BULK INGREDIENT,Lee Pharma Ltd.,ITRACONAZOLE,1,kg/kg,
75945-102_e4ea471e-1484-4218-825f-d99968d2c349,75945-102,BULK INGREDIENT,Voriconazole,POWDER,20161223,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Lee Pharma Ltd.,VORICONAZOLE,1,kg/kg,
75945-234_8f0b67ca-1d69-4554-ba1a-dba6566d90f9,75945-234,BULK INGREDIENT,OMEPRAZOLE,POWDER,20130614,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Lee Pharma Ltd.,OMEPRAZOLE,1,kg/kg,
75945-567_768ccee5-4b28-4add-9134-d0ace73f4f5c,75945-567,BULK INGREDIENT,LANSOPRAZOLE,POWDER,20130614,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Lee Pharma Ltd.,LANSOPRAZOLE,1,kg/kg,
75953-500_271e227e-daa0-226a-e054-00144ff88e88,75953-500,BULK INGREDIENT,Isoxsuprine Hydrochloride,POWDER,20110201,,BULK INGREDIENT,Gangwal Chemicals Pvt. Ltd,ISOXSUPRINE HYDROCHLORIDE,1,kg/kg,
75967-0003_cd7631a7-391f-4325-b1a9-83b400d76ed8,75967-0003,BULK INGREDIENT,Omeprazole,POWDER,20110201,,BULK INGREDIENT,Enal Drugs Private Limited,OMEPRAZOLE,1,kg/kg,
75973-8310_a69dae09-0860-4911-9e67-790a4a7c8032,75973-8310,BULK INGREDIENT,DEMECLOCYCLINE HYDROCHLORIDE,POWDER,20110301,,BULK INGREDIENT,MYTHEN SPA,DEMECLOCYCLINE HYDROCHLORIDE,25,kg/25kg,
75973-8321_972f61a5-35d1-424a-8856-dd9117d26f53,75973-8321,BULK INGREDIENT,CHLORTETRACYCLINE BISULFATE,POWDER,20110301,,BULK INGREDIENT,MYTHEN SPA,CHLORTETRACYCLINE BISULFATE,25,kg/25kg,
75973-8347_2df64ad2-7661-4d95-a9e0-473877b5dad7,75973-8347,BULK INGREDIENT,DEFEROXAMINE MESYLATE,POWDER,20110301,,BULK INGREDIENT,MYTHEN SPA,DEFEROXAMINE MESYLATE,25,kg/25kg,
75973-8385_02bf248a-30cf-4435-9b37-a156d6b8f636,75973-8385,BULK INGREDIENT,Deferoxamine Mesylate,POWDER,20110228,,BULK INGREDIENT,MYTHEN SPA,DEFEROXAMINE MESYLATE,25,kg/25kg,
75980-001_57dbcfb1-bc33-4b74-a8c6-34c1193c1298,75980-001,BULK INGREDIENT,Palonosetron Hydrochloride,POWDER,20110215,,BULK INGREDIENT,"Lianyungang Runzhong Pharmaceutical Co., Ltd.",PALONOSETRON HYDROCHLORIDE,1,g/g,
75982-100_d22414f0-10cb-48b5-84bd-b927510b8c33,75982-100,BULK INGREDIENT,crude heparin sodium,LIQUID,20061201,,BULK INGREDIENT,"Mobren Transport, Inc.",HEPARIN SODIUM,1,kg/kg,
76002-0001_e31607e4-b300-4e78-8372-fcc925653a4d,76002-0001,BULK INGREDIENT,Titanium Dioxide,POWDER,20010718,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.2343,kg/kg,
76002-0002_1023f7b5-5821-4dca-9eba-62ea1386ec8e,76002-0002,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20000511,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.94,kg/kg,
76002-0007_6086c8f7-9f69-4c17-878d-fac7832cd296,76002-0007,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20120131,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.96,kg/kg,
76002-0010_db9683ce-4fec-4338-abfa-e1c3f8593062,76002-0010,BULK INGREDIENT,Titanium Dioxide,POWDER,20010718,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.428,kg/kg,
76002-0014_438f9ca9-7187-40ac-995c-a99f6a443e4c,76002-0014,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20061031,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.3525,kg/kg,
76002-0015_40e45dd9-3c10-409c-807c-44206a51316f,76002-0015,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20090107,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.205,kg/kg,
76002-0016_cd7428f5-1812-4399-a904-5edc6fe54b44,76002-0016,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20050207,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.205,kg/kg,
76002-0017_b0a5ae78-a2ef-4fee-88f9-18fd49e022c0,76002-0017,BULK INGREDIENT,Titanium Dioxide,POWDER,20070420,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.6,kg/kg,
76002-0018_78a1ca38-510a-410e-9473-1cfbbd4ddb39,76002-0018,BULK INGREDIENT,Titanium Dioxide,POWDER,20050510,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.6,kg/kg,
76002-0019_9bd8b7b8-d38b-48dc-8551-cacaf9c7b3fe,76002-0019,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20120131,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.278,kg/kg,
76002-0021_cfb8960e-66fa-4967-b5d9-35f3a78d768b,76002-0021,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20131115,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.86,kg/kg,
76002-0022_50aef5ea-924d-42d5-8a06-af6ae4a04825,76002-0022,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20140301,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.87,kg/kg,
76002-0023_97a2bf01-0601-4f79-bc57-40db24c437dd,76002-0023,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20140317,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.94,kg/kg,
76002-0024_93b8e49c-e8a2-4a09-82e0-60fb26b1235e,76002-0024,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20140317,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.3525,kg/kg,
76002-0025_bedc9906-8596-433a-a0e2-7ca75fbb52f0,76002-0025,BULK INGREDIENT,Titanium Dioxide,POWDER,20140317,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.6,kg/kg,
76002-0026_346ef0bb-1b50-465a-a3ed-180ebc3d31b7,76002-0026,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20140317,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.278,kg/kg,
76002-0027_e1ac246c-0004-4798-8e76-60872ab50097,76002-0027,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20150701,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.365,kg/kg,
76002-0028_6572c9ca-f9a7-4295-b6fe-29cc65b29bc3,76002-0028,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20150701,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.4374,kg/kg,
76002-0029_78dd9b6c-54ed-45a7-9bd6-6177433691cc,76002-0029,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20150701,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.365,kg/kg,
76002-0030_6130f864-a6cd-4c67-89fd-3c094a88bca4,76002-0030,BULK INGREDIENT,Octinoxate,POWDER,20070403,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,OCTINOXATE,0.0625,kg/kg,
76002-0031_fc159c91-d157-4cab-ad56-7c4d1ea3f07f,76002-0031,BULK INGREDIENT,Titanium Dioxide,POWDER,20150701,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.77,kg/kg,
76002-0032_508994e4-c508-499f-8dec-e2b355494de2,76002-0032,BULK INGREDIENT,TITANIUM DIOXIDE,POWDER,20150916,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.94,kg/kg,
76002-0033_fe720f3b-38ad-4dd5-ab8b-4b8daed5d13d,76002-0033,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20151102,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.365,kg/kg,
76002-0034_8789f753-95e9-415c-a01c-ff0d4c54d0c8,76002-0034,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20151102,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.365,kg/kg,
76002-0035_550ed5a1-9b3b-4936-ad51-b3a2bd0332e8,76002-0035,BULK INGREDIENT,Titanium Dioxide,SOLUTION,20151102,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.4374,kg/kg,
76002-0036_4c708d18-73a8-4aff-aa72-d9f885761c3b,76002-0036,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20160201,,DRUG FOR FURTHER PROCESSING,Miyoshi America,TITANIUM DIOXIDE,0.96,kg/kg,
76002-0038_c91b35d7-1091-487a-ab28-c99b41a60454,76002-0038,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20160601,,DRUG FOR FURTHER PROCESSING,Miyoshi America,TITANIUM DIOXIDE,0.89,kg/kg,
76002-0040_05c8346e-f1f6-4a24-924c-6b5bb8d45e8a,76002-0040,BULK INGREDIENT,Octinoxate,POWDER,20070403,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,OCTINOXATE,0.0625,kg/kg,
76002-0045_eb751224-2a8f-4da8-b7c4-657f0b914c2d,76002-0045,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20160401,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.94,kg/kg,
76002-0046_28d59791-8420-4a5e-a4dc-b58ae97d5b4a,76002-0046,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20160401,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.77,kg/kg,
76002-0047_7e8ea944-5b3d-4f11-8c98-2707779c305e,76002-0047,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20160404,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.278,kg/kg,
76002-0049_d3eeb387-1f7e-4026-ad46-4002c3d894a9,76002-0049,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,"SOLUTION, CONCENTRATE",20160404,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.3525,kg/kg,
76002-0050_9d8116a8-afa0-451c-9a06-9c13ed3a32cd,76002-0050,BULK INGREDIENT,Octinoxate,POWDER,20070403,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,OCTINOXATE,0.0625,kg/kg,
76002-0051_8b52b037-67b6-477c-ab3f-e22a474d8268,76002-0051,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,SOLUTION,20160404,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.4374,kg/kg,
76002-0052_bad4cb6f-9c11-4580-bbb8-16e5d374da28,76002-0052,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,SOLUTION,20160404,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc",TITANIUM DIOXIDE,0.365,kg/kg,
76002-0053_059484c9-bf71-4cd3-aa6b-c5430929037b,76002-0053,DRUG FOR FURTHER PROCESSING,Titanium Dioxide,POWDER,20161128,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc.",TITANIUM DIOXIDE,0.7182,kg/kg,
76002-0054_e8d69ece-00b9-408b-ac62-a19828f5907a,76002-0054,DRUG FOR FURTHER PROCESSING,TITANIUM DIOXIDE,POWDER,20170901,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc.",TITANIUM DIOXIDE,9.8,kg/10kg,
76002-0055_44d980c5-a56a-4c27-bade-a7f36d88a679,76002-0055,DRUG FOR FURTHER PROCESSING,Titanium Dioxide,POWDER,20170901,,DRUG FOR FURTHER PROCESSING,"Miyoshi America, Inc.",TITANIUM DIOXIDE,0.7182,kg/kg,
76002-0060_0d569f12-a0b1-4b6a-83df-fac1f95ba9d5,76002-0060,BULK INGREDIENT,Octinoxate,POWDER,20070403,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,OCTINOXATE,0.0625,kg/kg,
76002-0070_471e79d3-af4f-46a4-9e8f-03cca266e4bb,76002-0070,BULK INGREDIENT,Titanium Dioxide,POWDER,20120211,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.2247,kg/kg,
76002-0080_5b57e5ac-558e-4fad-8ed2-9deb45262ab5,76002-0080,BULK INGREDIENT,Titanium Dioxide,POWDER,20120211,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.255,kg/kg,
76002-0090_7cfaae63-0d95-4298-954d-7ca7bcd84e83,76002-0090,BULK INGREDIENT,Titanium Dioxide,POWDER,20120211,,DRUG FOR FURTHER PROCESSING,US Cosmetics Corporation,TITANIUM DIOXIDE,0.7025,kg/kg,
76003-0010_32f9a6dd-ac95-4bef-bd3c-3db114633cdb,76003-0010,BULK INGREDIENT,Acyclovir,POWDER,20100901,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Fagron Services BV,ACYCLOVIR,1,g/g,
76003-0026_1084fc8f-9a01-46b8-a6c4-d6e853089934,76003-0026,BULK INGREDIENT,Azelaic Acid,CRYSTAL,20100901,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Fagron Services BV,AZELAIC ACID,1,g/g,
76003-0051_a1ef6245-c4ec-4ece-8633-097971704380,76003-0051,BULK INGREDIENT,Oxalic Acid,CRYSTAL,20100901,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Fagron Services BV,OXALIC ACID,1,g/g,
76003-0084_36751336-112a-4a0b-b62e-fab6d5394517,76003-0084,BULK INGREDIENT,Cetostearyl Alcohol Type B,POWDER,20100901,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Fagron Services BV,CETOSTEARYL ALCOHOL,1,g/g,
